Id,latitude,longitude,Weight
382,47.588318,108.215456,0.3331772
376,51.662191,105.687545,0.29054508
377,50.551709,105.423117,0.3061323
383,51.144387,100.64471,0.27362177
384,52.336058,100.930958,0.27508724
396001,55.916484,98.502792,0.39341724
397,55.228183,99.757916,0.38576424
398,54.6549,100.78134,0.38545287
400,57.783375,97.220653,0.37195063
401,58.175788,95.908903,0.37431866
402,57.547477,95.139517,0.36408025
403,56.801442,95.682399,0.35965943
10,45.393965,99.493488,0.9960405
9,49.114216,90.979321,0.9948861
8,51.099733,87.902813,0.9974662
2,53.624705,84.300046,1.0303755
1,54.151981,82.478143,1.0281469
3,54.561984,86.020647,1.0290202
385,53.013984,95.791495,0.2634119
17,49.9243,98.238883,0.90773416
16,50.755583,97.248187,0.9095451
15,49.875587,96.612833,0.9145517
13,51.07673,94.723913,0.7939547
12,52.189467,93.172152,0.83897877
14,52.687425,91.822478,0.9065871
6,52.687425,90.2037,0.9399706
5,51.545369,88.348029,0.97199726
601,52.635555,98.226415,0.2710774
387,53.858799,94.217915,0.32670483
388,54.47403,93.205919,0.35787284
389,55.264718,92.025085,0.41108087
390,55.381991,90.945553,0.4503583
391,55.821313,90.540859,0.45438018
392,56.31927,89.933558,0.4590803
393,56.817228,89.326257,0.44912255
394,57.549281,88.17919,0.4307769
395,57.842462,86.998874,0.42784667
396,56.407225,87.673192,0.42633066
4,52.59045,85.888173,1.0087218
7,50.583733,87.30798,0.99208677
228,46.540982,126.407479,0.079728544
229,47.745283,120.166147,0.16397795
256001,58.631798,120.956834,0.24988016
399,57.148298,98.005106,0.36415005
24,42.651588,112.378768,0.9061385
24001,42.743151,113.257251,0.8659423
25,43.292078,114.206387,0.86852956
45001,31.676668,117.569662,0.8236472
71001,19.558789,128.86214,0.81789833
127001,34.814163,125.482761,0.25369996
202001,50.080363,122.653537,0.038896356
301001,52.475883,112.636962,0.11205229
304,48.840429,113.460378,0.17360881
422,67.987002,128.817982,0.022891676
38,51.969806,122.875885,0
43,71.451508,130.173371,0
44,67.356887,121.734013,0
88,62.486461,90.707101,0
